2017-02-13	10:01:01	1487001661	0.36
2017-02-13	10:31:01	1487003461	0.17
2017-02-13	11:01:01	1487005261	0.14
2017-02-13	11:31:01	1487007061	0.15
2017-02-13	12:01:01	1487008861	2.74
2017-02-13	12:31:01	1487010661	0.07
2017-02-13	13:01:01	1487012461	0.11
2017-02-13	13:31:01	1487014261	0.88
2017-02-13	14:01:04	1487016064	2.06
2017-02-13	14:31:02	1487017862	0.44
2017-02-13	15:01:03	1487019663	1.37
2017-02-13	15:31:02	1487021462	0.23
2017-02-13	16:01:02	1487023262	1.47
2017-02-13	16:31:01	1487025061	0.03
2017-02-13	17:01:03	1487026863	0.15
2017-02-13	17:31:01	1487028661	0.03
2017-02-13	18:01:01	1487030461	3.31
2017-02-13	18:31:02	1487032262	0.44
2017-02-13	19:01:01	1487034061	0.47
2017-02-13	19:31:01	1487035861	0.16
2017-02-13	20:01:02	1487037662	1.37
2017-02-13	20:31:01	1487039461	0.19
2017-02-13	21:01:01	1487041261	0.15
2017-02-13	21:31:01	1487043061	0.27
2017-02-13	22:01:02	1487044862	0.69
2017-02-13	22:31:01	1487046661	0.02
2017-02-13	23:01:01	1487048461	2.89
2017-02-13	23:31:01	1487050261	0.42
2017-02-14	00:01:01	1487052061	0.91
2017-02-14	00:31:01	1487053861	0.05
2017-02-14	01:01:01	1487055661	0.11
2017-02-14	01:31:01	1487057461	0.11
2017-02-14	02:01:01	1487059261	1.15
2017-02-14	02:31:01	1487061061	0.30
2017-02-14	03:01:01	1487062861	0.24
2017-02-14	03:31:01	1487064661	0.06
2017-02-14	04:01:01	1487066461	1.37
2017-02-14	04:31:01	1487068261	0.21
2017-02-14	05:01:01	1487070061	0.07
2017-02-14	05:31:01	1487071861	0.05
2017-02-14	06:01:01	1487073661	0.57
2017-02-14	06:31:01	1487075461	0.08
2017-02-14	07:01:01	1487077261	4.49
2017-02-14	07:31:01	1487079061	0.28
2017-02-14	08:01:01	1487080861	0.82
2017-02-14	08:31:01	1487082661	0.18
2017-02-14	09:01:01	1487084461	0.34
2017-02-14	09:31:01	1487086261	0.03
2017-02-14	10:01:03	1487088063	0.30
2017-02-14	10:31:01	1487089861	0.09
2017-02-14	11:01:04	1487091664	2.15
2017-02-14	11:31:03	1487093463	0.55
2017-02-14	12:01:01	1487095261	0.50
2017-02-14	12:31:01	1487097061	0.04
2017-02-14	13:01:01	1487098861	0.10
2017-02-14	13:31:01	1487100661	0.02
2017-02-14	14:01:01	1487102461	1.89
2017-02-14	14:32:01	1487104321	9.34
